gare,agence,numTrain,Date Heure du train,typeTrain,dateHeure1erAffichageVoie,delaiAffichageVoieHorsRetard,delaiAffichageVoieRetardCompris,instantAffichageHorsRetard,instantAffichageRetardCompris,dernierRetardAffiche,nbrRetardsConfirmes,nbDevoiementsTotal,nbDevoiementsAffiches,nbDevoiementsNonAffiches
Marseille Saint-Charles,AG Méditerranée,879731,06/05/2017 13:09:00,TER,06/05/2017 12:52:23,17,17,H-17.0,H-17,,0,,,
Nîmes,AG Méditerranée,876525,06/05/2017 13:09:00,TER,06/05/2017 12:54:04,15,15,H-15.0,H-15,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,3831,06/05/2017 13:11:00,INTERCITES,06/05/2017 12:54:09,17,17,H-17.0,H-17,,0,,,
Poitiers,AG Sud-Ouest,8380,06/05/2017 13:15:00,TGV,06/05/2017 12:55:03,20,20,H-20.0,H-20,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,17753,06/05/2017 13:15:00,TER,06/05/2017 12:55:46,19,19,H-19.0,H-19,,0,,,
Le Mans,AG Centre-Ouest,8819,06/05/2017 13:15:00,TGV,06/05/2017 12:55:57,19,19,H-19.0,H-19,,0,,,
Nice,AG Méditerranée,86033,06/05/2017 13:27:00,TER,06/05/2017 12:55:59,31,31,H-31.0,H-31,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886220,06/05/2017 13:26:00,TER,06/05/2017 12:56:01,30,30,H-30.0,H-30,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,17905,06/05/2017 13:16:00,TER,06/05/2017 12:56:02,20,20,H-20.0,H-20,,0,,,
Toulouse Matabiau,AG Sud-Ouest,3611,06/05/2017 13:16:00,INTERCITES,06/05/2017 12:56:05,20,20,H-20.0,H-20,,0,,,
Toulouse Matabiau,AG Sud-Ouest,871454,06/05/2017 13:15:00,TER,06/05/2017 12:56:05,19,19,H-19.0,H-19,,0,,,
Metz Ville,AG Est-Européen,830312,06/05/2017 13:15:00,TER,06/05/2017 12:56:05,19,19,H-19.0,H-19,,0,,,
Aéroport Charles de Gaulle 2 TGV,AG Ile-de-France,10543,06/05/2017 13:12:00,TGV,06/05/2017 12:56:10,16,16,H-16.0,H-16,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,18550,06/05/2017 13:10:00,TER,06/05/2017 12:56:26,14,14,H-14.0,H-14,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,96639,06/05/2017 13:16:00,TER,06/05/2017 12:57:03,19,24,H-19.0,H-24,00:05:00,1,,,
Marseille Saint-Charles,AG Méditerranée,4760,06/05/2017 13:02:00,INTERCITES,06/05/2017 12:57:17,5,5,H-5.0,H-5,,0,,,
Nîmes,AG Méditerranée,34048,06/05/2017 15:27:00,CAR,06/05/2017 12:57:37,149,149,H-149.0,H-149,,0,,,
Aix-en-Provence TGV,AG Méditerranée,6118,06/05/2017 13:14:00,TGV,06/05/2017 12:57:45,16,16,H-16.0,H-16,,0,,,
Aix-en-Provence TGV,AG Méditerranée,2918,06/05/2017 13:14:00,IDTGV,06/05/2017 12:57:45,16,16,H-16.0,H-16,,0,,,
Lens,AG Manche-Nord,842256,06/05/2017 13:18:00,TER,06/05/2017 12:58:10,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,6704,06/05/2017 13:18:00,TGV,06/05/2017 12:58:12,20,20,H-20.0,H-20,,0,,,
Lille Europe,AG Manche-Nord,7552,06/05/2017 13:05:00,TGV,06/05/2017 12:58:23,7,7,H-7.0,H-7,,0,,,
Lille Europe,AG Manche-Nord,7550,06/05/2017 13:01:00,TGV,06/05/2017 12:58:23,3,3,H-3.0,H-3,,0,,,
Strasbourg,AG Est-Européen,2358,06/05/2017 13:13:00,TGV,06/05/2017 12:59:12,14,14,H-14.0,H-14,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,17572,06/05/2017 13:19:00,TER,06/05/2017 13:00:06,19,19,H-19.0,H-19,,0,,,
Amiens,AG Manche-Nord,20419,06/05/2017 13:21:00,TER,06/05/2017 13:01:03,20,20,H-20.0,H-20,,0,,,
Lens,AG Manche-Nord,46254,06/05/2017 13:21:00,BUS,06/05/2017 13:01:03,20,20,H-20.0,H-20,,0,,,
Metz Ville,AG Est-Européen,837609,06/05/2017 13:21:00,TER,06/05/2017 13:01:08,20,20,H-20.0,H-20,,0,,,
Metz Ville,AG Est-Européen,23804,06/05/2017 13:20:00,TER,06/05/2017 13:01:08,19,19,H-19.0,H-19,,0,,,
Paris Gare de Lyon,AG Ile-de-France,13306,06/05/2017 13:01:00,TGV,06/05/2017 13:01:13,0,0,H+0.0,H-0,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,8303,06/05/2017 13:22:00,TGV,06/05/2017 13:02:04,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,883712,06/05/2017 13:22:00,TER,06/05/2017 13:02:04,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,17760,06/05/2017 13:22:00,TER,06/05/2017 13:02:05,20,20,H-20.0,H-20,,0,,,
Rennes,AG Centre-Ouest,857663,06/05/2017 13:21:00,TER,06/05/2017 13:02:05,19,19,H-19.0,H-19,,0,,,
Toulouse Matabiau,AG Sud-Ouest,872880,06/05/2017 13:22:00,TER,06/05/2017 13:02:10,20,20,H-20.0,H-20,,0,,,
Limoges Bénédictins,AG Sud-Ouest,4480,06/05/2017 13:23:00,INTERCITES,06/05/2017 13:02:11,21,21,H-21.0,H-21,,0,,,
Lens,AG Manche-Nord,846458,06/05/2017 13:23:00,TER,06/05/2017 13:03:04,20,20,H-20.0,H-20,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886925,06/05/2017 13:32:00,TER,06/05/2017 13:03:07,29,29,H-29.0,H-29,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,874007,06/05/2017 13:19:00,TER,06/05/2017 13:03:09,16,16,H-16.0,H-16,,0,,,
Le Mans,AG Centre-Ouest,16761,06/05/2017 13:24:00,TER,06/05/2017 13:04:04,20,20,H-20.0,H-20,,0,,,
Paris Saint-Lazare,AG Ile-de-France,13116,06/05/2017 13:15:00,INTERCITES,06/05/2017 13:05:03,10,10,H-10.0,H-10,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,865077,06/05/2017 13:23:00,TER,06/05/2017 13:05:07,18,18,H-18.0,H-18,,0,,,
Le Mans,AG Centre-Ouest,857162,06/05/2017 13:11:00,TER,06/05/2017 13:06:06,5,5,H-5.0,H-5,,0,,,
Dijon,AG Centre Est Rhône Alpin,891810,06/05/2017 13:26:00,TER,06/05/2017 13:07:10,19,19,H-19.0,H-19,,0,,,
Dijon,AG Centre Est Rhône Alpin,9213,06/05/2017 13:25:00,TGV,06/05/2017 13:07:10,18,18,H-18.0,H-18,,0,,,
Nice,AG Méditerranée,86028,06/05/2017 13:29:00,TER,06/05/2017 13:07:18,22,22,H-22.0,H-22,,0,,,
Metz Ville,AG Est-Européen,88510,06/05/2017 13:27:00,TER,06/05/2017 13:07:23,20,20,H-20.0,H-20,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,96563,06/05/2017 13:22:00,TER,06/05/2017 13:07:23,15,15,H-15.0,H-15,,0,,,
Lille Flandres,AG Manche-Nord,46229,06/05/2017 14:21:00,CAR,06/05/2017 13:07:59,73,73,H-73.0,H-73,,0,,,
Nancy,AG Est-Européen,68167,06/05/2017 14:47:00,BUS,06/05/2017 13:08:33,98,98,H-98.0,H-98,,0,,,
Lille Europe,AG Manche-Nord,9133,06/05/2017 13:26:00,EUROSTAR,06/05/2017 13:08:39,17,17,H-17.0,H-17,,0,,,
Strasbourg,AG Est-Européen,5441,06/05/2017 13:28:00,TGV,06/05/2017 13:08:44,19,19,H-19.0,H-19,,0,,,
Grenoble,AG Centre Est Rhône Alpin,17522,06/05/2017 13:27:00,TER,06/05/2017 13:09:00,18,18,H-18.0,H-18,,0,,,
Metz Ville,AG Est-Européen,88526,06/05/2017 13:29:00,TER,06/05/2017 13:09:07,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,17575,06/05/2017 13:29:00,TER,06/05/2017 13:09:11,20,20,H-20.0,H-20,,0,,,
Lille Flandres,AG Manche-Nord,19732,06/05/2017 13:50:00,TER,06/05/2017 13:09:12,41,41,H-41.0,H-41,,0,,,
Nantes,AG Centre-Ouest,859527,06/05/2017 13:29:00,TER,06/05/2017 13:09:22,20,20,H-20.0,H-20,,0,,,
Marseille Saint-Charles,AG Méditerranée,5339,06/05/2017 13:25:00,TGV,06/05/2017 13:09:44,15,15,H-15.0,H-15,,0,,,
Paris Gare du Nord,AG Ile-de-France,849922,06/05/2017 13:13:00,TER,06/05/2017 13:09:54,3,3,H-3.0,H-3,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6908,06/05/2017 13:15:00,TGV,06/05/2017 13:10:10,5,5,H-5.0,H-5,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887332,06/05/2017 15:05:00,TER,06/05/2017 13:10:15,115,115,H-115.0,H-115,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,886824,06/05/2017 13:36:00,TER,06/05/2017 13:10:15,26,26,H-26.0,H-26,,0,,,
Lens,AG Manche-Nord,846464,06/05/2017 18:20:00,TER,06/05/2017 13:10:43,309,309,H-309.0,H-309,,0,,,
Marseille Saint-Charles,AG Méditerranée,879521,06/05/2017 13:45:00,TER,06/05/2017 13:11:17,34,34,H-34.0,H-34,,0,,,
Tours,AG Centre-Ouest,8303,06/05/2017 13:30:00,TGV,06/05/2017 13:11:25,19,19,H-19.0,H-19,,0,,,
Le Mans,AG Centre-Ouest,17148,06/05/2017 13:18:00,TGV,06/05/2017 13:11:44,6,6,H-6.0,H-6,,0,,,
Lille Flandres,AG Manche-Nord,7037,06/05/2017 13:48:00,TGV,06/05/2017 13:12:05,36,36,H-36.0,H-36,,0,,,
Nancy,AG Est-Européen,837640,06/05/2017 13:32:00,TER,06/05/2017 13:12:06,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,891712,06/05/2017 13:32:00,TER,06/05/2017 13:12:13,20,20,H-20.0,H-20,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,886274,06/05/2017 15:58:00,TER,06/05/2017 13:12:27,166,166,H-166.0,H-166,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,889431,06/05/2017 15:51:00,TER,06/05/2017 13:12:27,159,159,H-159.0,H-159,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887334,06/05/2017 16:05:00,TER,06/05/2017 13:12:37,172,182,H-172.0,H-182,10:00:00,1,,,
Rennes,AG Centre-Ouest,8617,06/05/2017 13:28:00,TGV,06/05/2017 13:12:42,15,15,H-15.0,H-15,,0,,,
Montpellier Saint-Roch,AG Méditerranée,15776,06/05/2017 13:34:00,TGV,06/05/2017 13:13:04,21,21,H-21.0,H-21,,0,,,
Dijon,AG Centre Est Rhône Alpin,891416,06/05/2017 13:33:00,TER,06/05/2017 13:13:04,20,20,H-20.0,H-20,,0,,,
Marseille Saint-Charles,AG Méditerranée,881622,06/05/2017 13:24:00,TER,06/05/2017 13:13:16,11,11,H-11.0,H-11,,0,,,
Paris Gare du Nord,AG Ile-de-France,847866,06/05/2017 13:23:00,TER,06/05/2017 13:13:53,9,9,H-9.0,H-9,,0,,,
Strasbourg,AG Est-Européen,830161,06/05/2017 13:34:00,TER,06/05/2017 13:14:02,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885421,06/05/2017 13:34:00,TER,06/05/2017 13:14:05,20,20,H-20.0,H-20,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873220,06/05/2017 13:34:00,TER,06/05/2017 13:14:08,20,20,H-20.0,H-20,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,10689,06/05/2017 13:30:00,TGV,06/05/2017 13:14:08,16,16,H-16.0,H-16,,0,,,
Lyon Saint-Exupéry TGV,AG Centre Est Rhône Alpin,13110,06/05/2017 13:34:00,TGV,06/05/2017 13:14:10,20,20,H-20.0,H-20,,0,,,
Le Mans,AG Centre-Ouest,10732,06/05/2017 13:33:00,TGV,06/05/2017 13:14:13,19,19,H-19.0,H-19,,0,,,
Paris Gare de Lyon,AG Ile-de-France,16204,06/05/2017 13:19:00,TGV,06/05/2017 13:14:13,5,5,H-5.0,H-5,,0,,,
Strasbourg,AG Est-Européen,831855,06/05/2017 13:35:00,TER,06/05/2017 13:15:03,20,20,H-20.0,H-20,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,886116,06/05/2017 13:40:00,TER,06/05/2017 13:15:08,25,25,H-25.0,H-25,,0,,,
Lille Europe,AG Manche-Nord,9126,06/05/2017 13:26:00,EUROSTAR,06/05/2017 13:16:33,9,9,H-9.0,H-9,,0,,,
Paris Bercy,AG Ile-de-France,891204,06/05/2017 13:22:00,TER,06/05/2017 13:17:57,4,4,H-4.0,H-4,,0,,,
Dijon,AG Centre Est Rhône Alpin,9269,06/05/2017 13:35:00,TGV,06/05/2017 13:17:58,17,17,H-17.0,H-17,,0,,,
Nîmes,AG Méditerranée,9813,06/05/2017 13:32:00,TGV,06/05/2017 13:18:04,14,14,H-14.0,H-14,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,6938,06/05/2017 13:38:00,TGV,06/05/2017 13:18:05,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,830593,06/05/2017 13:38:00,TER,06/05/2017 13:18:05,20,20,H-20.0,H-20,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,17524,06/05/2017 13:37:00,TER,06/05/2017 13:18:05,19,19,H-19.0,H-19,,0,,,
Rennes,AG Centre-Ouest,856118,06/05/2017 13:38:00,TER,06/05/2017 13:18:06,20,20,H-20.0,H-20,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,866122,06/05/2017 13:38:00,TER,06/05/2017 13:18:06,20,20,H-20.0,H-20,,0,,,
Paris Gare de Lyon,AG Ile-de-France,6114,06/05/2017 13:23:00,TGV,06/05/2017 13:18:06,5,5,H-5.0,H-5,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,860707,06/05/2017 13:38:00,TER,06/05/2017 13:18:08,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,1662516,06/05/2017 13:39:00,TER,06/05/2017 13:19:25,20,20,H-20.0,H-20,,0,,,
Nantes,AG Centre-Ouest,857381,06/05/2017 13:39:00,TER,06/05/2017 13:19:30,20,20,H-20.0,H-20,,0,,,
Lens,AG Manche-Nord,843652,06/05/2017 13:39:00,TER,06/05/2017 13:19:57,19,19,H-19.0,H-19,,0,,,
Grenoble,AG Centre Est Rhône Alpin,17617,06/05/2017 13:38:00,TER,06/05/2017 13:20:01,18,18,H-18.0,H-18,,0,,,
Metz Ville,AG Est-Européen,68151,06/05/2017 16:21:00,CAR,06/05/2017 13:20:04,181,181,H-181.0,H-181,,0,,,
Rennes,AG Centre-Ouest,855624,06/05/2017 13:40:00,TER,06/05/2017 13:20:08,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,835814,06/05/2017 13:40:00,TER,06/05/2017 13:20:11,20,20,H-20.0,H-20,,0,,,
Paris Est,AG Ile-de-France,11740,06/05/2017 13:32:00,INTERCITES,06/05/2017 13:20:11,12,12,H-12.0,H-12,,0,,,
Poitiers,AG Sud-Ouest,863037,06/05/2017 13:40:00,TER,06/05/2017 13:20:12,20,20,H-20.0,H-20,,0,,,
Paris Gare du Nord,AG Ile-de-France,847472,06/05/2017 13:29:00,TER,06/05/2017 13:20:17,9,9,H-9.0,H-9,,0,,,
Dijon,AG Centre Est Rhône Alpin,9897,06/05/2017 13:37:00,TGV,06/05/2017 13:20:20,17,17,H-17.0,H-17,,0,,,
Tours,AG Centre-Ouest,857087,06/05/2017 13:39:00,TER,06/05/2017 13:21:10,18,18,H-18.0,H-18,,0,,,
Toulouse Matabiau,AG Sud-Ouest,6812,06/05/2017 13:41:00,TGV,06/05/2017 13:21:43,19,19,H-19.0,H-19,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,889917,06/05/2017 13:52:00,TER,06/05/2017 13:22:04,30,30,H-30.0,H-30,,0,,,
Limoges Bénédictins,AG Sud-Ouest,868755,06/05/2017 13:42:00,TER,06/05/2017 13:22:11,20,20,H-20.0,H-20,,0,,,
Aix-en-Provence TGV,AG Méditerranée,9750,06/05/2017 13:58:00,TGV,06/05/2017 13:22:36,35,35,H-35.0,H-35,,0,,,
Aix-en-Provence TGV,AG Méditerranée,6286,06/05/2017 13:50:00,OUIGO,06/05/2017 13:22:36,27,27,H-27.0,H-27,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,54705,06/05/2017 16:45:00,CAR,06/05/2017 13:23:47,201,201,H-201.0,H-201,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,31112,06/05/2017 15:30:00,CAR,06/05/2017 13:23:47,126,126,H-126.0,H-126,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,61032,06/05/2017 14:59:00,CAR,06/05/2017 13:23:47,95,95,H-95.0,H-95,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,406158,06/05/2017 14:32:00,CAR,06/05/2017 13:23:47,68,188,H-68.0,H-188,02:00:00,1,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,31480,06/05/2017 13:47:00,CAR,06/05/2017 13:23:47,23,23,H-23.0,H-23,,0,,,
Le Mans,AG Centre-Ouest,857344,06/05/2017 13:33:00,TER,06/05/2017 13:24:21,9,9,H-9.0,H-9,,0,,,
Nantes,AG Centre-Ouest,1716584,06/05/2017 13:45:00,TER,06/05/2017 13:25:04,20,20,H-20.0,H-20,,0,,,
Grenoble,AG Centre Est Rhône Alpin,885664,06/05/2017 13:45:00,TER,06/05/2017 13:25:06,20,20,H-20.0,H-20,,0,,,
Nancy,AG Est-Européen,835018,06/05/2017 13:44:00,TER,06/05/2017 13:25:06,19,19,H-19.0,H-19,,0,,,
Paris Gare du Nord,AG Ile-de-France,9334,06/05/2017 13:35:00,THALYS,06/05/2017 13:25:10,10,10,H-10.0,H-10,,0,,,
Montpellier Saint-Roch,AG Méditerranée,876525,06/05/2017 13:46:00,TER,06/05/2017 13:25:16,21,21,H-21.0,H-21,,0,,,
Marseille Saint-Charles,AG Méditerranée,9750,06/05/2017 13:29:00,LYRIA,06/05/2017 13:25:45,3,3,H-3.0,H-3,,0,,,
Le Mans,AG Centre-Ouest,857614,06/05/2017 13:46:00,TER,06/05/2017 13:26:03,20,20,H-20.0,H-20,,0,,,
Tours,AG Centre-Ouest,860707,06/05/2017 13:45:00,TER,06/05/2017 13:26:04,19,19,H-19.0,H-19,,0,,,
Lille Flandres,AG Manche-Nord,20456,06/05/2017 14:42:00,TER,06/05/2017 13:26:23,76,76,H-76.0,H-76,,0,,,
Lille Flandres,AG Manche-Nord,842248,06/05/2017 14:34:00,TER,06/05/2017 13:26:23,68,68,H-68.0,H-68,,0,,,
Lille Flandres,AG Manche-Nord,841922,06/05/2017 14:25:00,TER,06/05/2017 13:26:23,59,59,H-59.0,H-59,,0,,,
Amiens,AG Manche-Nord,848954,06/05/2017 13:32:00,TER,06/05/2017 13:26:47,5,5,H-5.0,H-5,,0,,,
Strasbourg,AG Est-Européen,9582,06/05/2017 13:44:00,TGV,06/05/2017 13:26:59,17,17,H-17.0,H-17,,0,,,
Aéroport Charles de Gaulle 2 TGV,AG Ile-de-France,5265,06/05/2017 13:41:00,TGV,06/05/2017 13:27:01,14,14,H-14.0,H-14,,0,,,
Dijon,AG Centre Est Rhône Alpin,894244,06/05/2017 13:47:00,TER,06/05/2017 13:27:05,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,891375,06/05/2017 13:46:00,TER,06/05/2017 13:27:05,19,19,H-19.0,H-19,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,886727,06/05/2017 13:48:00,TER,06/05/2017 13:27:06,21,21,H-21.0,H-21,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,17620,06/05/2017 13:44:00,TER,06/05/2017 13:27:06,17,17,H-17.0,H-17,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,4403,06/05/2017 13:40:00,INTERCITES,06/05/2017 13:27:06,13,13,H-13.0,H-13,,0,,,
Lyon Perrache,AG Centre Est Rhône Alpin,887133,06/05/2017 16:16:00,TER,06/05/2017 13:28:50,167,167,H-167.0,H-167,,0,,,
Nantes,AG Centre-Ouest,858322,06/05/2017 13:49:00,TER,06/05/2017 13:29:07,20,20,H-20.0,H-20,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,886831,06/05/2017 13:59:00,TER,06/05/2017 13:29:10,30,30,H-30.0,H-30,,0,,,
Strasbourg,AG Est-Européen,830925,06/05/2017 13:49:00,TER,06/05/2017 13:29:11,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,96256,06/05/2017 13:39:00,TER,06/05/2017 13:29:11,10,10,H-10.0,H-10,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,874130,06/05/2017 13:49:00,TER,06/05/2017 13:29:12,20,20,H-20.0,H-20,,0,,,
Lille Flandres,AG Manche-Nord,19940,06/05/2017 14:08:00,TER,06/05/2017 13:29:56,38,38,H-38.0,H-38,,0,,,
Tours,AG Centre-Ouest,860657,06/05/2017 13:48:00,TER,06/05/2017 13:30:07,18,18,H-18.0,H-18,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,16817,06/05/2017 13:50:00,TER,06/05/2017 13:30:09,20,20,H-20.0,H-20,,0,,,
Nîmes,AG Méditerranée,877523,06/05/2017 13:36:00,TER,06/05/2017 13:31:05,5,10,H-5.0,H-10,00:05:00,1,,,
Poitiers,AG Sud-Ouest,863264,06/05/2017 13:51:00,TER,06/05/2017 13:31:12,20,20,H-20.0,H-20,,0,,,
Nice,AG Méditerranée,22948,06/05/2017 13:56:00,TER,06/05/2017 13:31:19,25,25,H-25.0,H-25,,0,,,
Poitiers,AG Sud-Ouest,8375,06/05/2017 13:52:00,TGV,06/05/2017 13:32:12,20,20,H-20.0,H-20,,0,,,
Nîmes,AG Méditerranée,6210,06/05/2017 13:52:00,TGV,06/05/2017 13:32:57,19,19,H-19.0,H-19,,0,,,
Rennes,AG Centre-Ouest,855826,06/05/2017 13:53:00,TER,06/05/2017 13:33:07,20,20,H-20.0,H-20,,0,,,
Nantes,AG Centre-Ouest,858898,06/05/2017 13:53:00,TER,06/05/2017 13:33:11,20,20,H-20.0,H-20,,0,,,
Marseille Saint-Charles,AG Méditerranée,5336,06/05/2017 13:25:00,TGV,06/05/2017 13:33:19,-8,-8,H+8.0,H+8,,0,,,
Lyon Part Dieu,AG Centre Est Rhône Alpin,889427,06/05/2017 13:39:00,TER,06/05/2017 13:33:20,6,6,H-6.0,H-6,,0,,,
Nice,AG Méditerranée,86035,06/05/2017 13:48:00,TER,06/05/2017 13:33:52,14,14,H-14.0,H-14,,0,,,
Nice,AG Méditerranée,86030,06/05/2017 14:00:00,TER,06/05/2017 13:34:32,25,25,H-25.0,H-25,,0,,,
Toulouse Matabiau,AG Sud-Ouest,871823,06/05/2017 13:55:00,TER,06/05/2017 13:35:03,20,20,H-20.0,H-20,,0,,,
Strasbourg,AG Est-Européen,830859,06/05/2017 13:55:00,TER,06/05/2017 13:35:05,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,893158,06/05/2017 13:55:00,TER,06/05/2017 13:35:41,19,19,H-19.0,H-19,,0,,,
Tours,AG Centre-Ouest,52834,06/05/2017 13:55:00,BUS,06/05/2017 13:35:52,19,19,H-19.0,H-19,,0,,,
Poitiers,AG Sud-Ouest,868006,06/05/2017 13:56:00,TER,06/05/2017 13:36:06,20,20,H-20.0,H-20,,0,,,
Tours,AG Centre-Ouest,16817,06/05/2017 13:57:00,TER,06/05/2017 13:37:03,20,20,H-20.0,H-20,,0,,,
Saint-Pierre-des-Corps,AG Centre-Ouest,860831,06/05/2017 13:57:00,TER,06/05/2017 13:37:06,20,20,H-20.0,H-20,,0,,,
Dijon,AG Centre Est Rhône Alpin,6814,06/05/2017 13:59:00,TGV,06/05/2017 13:37:12,22,22,H-22.0,H-22,,0,,,
Marseille Saint-Charles,AG Méditerranée,879627,06/05/2017 14:05:00,TER,06/05/2017 13:37:13,28,28,H-28.0,H-28,,0,,,
Marseille Saint-Charles,AG Méditerranée,6109,06/05/2017 14:00:00,TGV,06/05/2017 13:37:13,23,23,H-23.0,H-23,,0,,,
Marseille Saint-Charles,AG Méditerranée,2915,06/05/2017 14:00:00,IDTGV,06/05/2017 13:37:13,23,23,H-23.0,H-23,,0,,,
Aéroport Charles de Gaulle 2 TGV,AG Ile-de-France,5028,06/05/2017 13:53:00,TGV,06/05/2017 13:38:10,15,15,H-15.0,H-15,,0,,,
Montpellier Saint-Roch,AG Méditerranée,4656,06/05/2017 13:59:00,INTERCITES,06/05/2017 13:38:17,21,21,H-21.0,H-21,,0,,,
Chambéry - Challes-les-Eaux,AG Centre Est Rhône Alpin,883766,06/05/2017 13:59:00,TER,06/05/2017 13:39:55,19,19,H-19.0,H-19,,0,,,
Nice,AG Méditerranée,145,06/05/2017 14:04:00,THELLO,06/05/2017 13:39:56,24,24,H-24.0,H-24,,0,,,
Nancy,AG Est-Européen,2571,06/05/2017 13:59:00,TGV,06/05/2017 13:39:59,19,19,H-19.0,H-19,,0,,,
Le Mans,AG Centre-Ouest,857016,06/05/2017 13:57:00,TER,06/05/2017 13:40:04,17,17,H-17.0,H-17,,0,,,
Saint-Étienne Châteaucreux,AG Centre Est Rhône Alpin,889977,06/05/2017 14:10:00,TER,06/05/2017 13:40:09,30,30,H-30.0,H-30,,0,,,
Limoges Bénédictins,AG Sud-Ouest,868005,06/05/2017 13:57:00,TER,06/05/2017 13:40:10,17,17,H-17.0,H-17,,0,,,
Paris Montparnasse,AG Ile-de-France,16766,06/05/2017 13:50:00,TER,06/05/2017 13:40:14,10,10,H-10.0,H-10,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,865773,06/05/2017 13:53:00,TER,06/05/2017 13:40:31,12,12,H-12.0,H-12,,0,,,
Clermont-Ferrand,AG Centre Est Rhône Alpin,873109,06/05/2017 13:56:00,TER,06/05/2017 13:40:42,15,15,H-15.0,H-15,,0,,,
Marseille Saint-Charles,AG Méditerranée,880141,06/05/2017 13:44:00,TER,06/05/2017 13:40:44,3,3,H-3.0,H-3,,0,,,
Paris Est,AG Ile-de-France,839104,06/05/2017 13:53:00,TER,06/05/2017 13:41:07,12,12,H-12.0,H-12,,0,,,
Metz Ville,AG Est-Européen,2868,06/05/2017 13:51:00,TGV,06/05/2017 13:41:08,10,10,H-10.0,H-10,,0,,,
Amiens,AG Manche-Nord,848439,06/05/2017 13:57:00,TER,06/05/2017 13:41:09,16,16,H-16.0,H-16,,0,,,
Toulouse Matabiau,AG Sud-Ouest,872461,06/05/2017 14:01:00,TER,06/05/2017 13:41:48,19,39,H-19.0,H-39,00:20:00,1,,,
Lens,AG Manche-Nord,7365,06/05/2017 14:02:00,TGV,06/05/2017 13:42:03,20,20,H-20.0,H-20,,0,,,
Bordeaux Saint-Jean,AG Sud-Ouest,866024,06/05/2017 14:02:00,TER,06/05/2017 13:42:12,20,20,H-20.0,H-20,,0,,,
